CustomerID,Max of Transaction_Date,Recency,Frequency,Monetary,R Score,F Score,M Score
14616,10/31/2019,61,1,119,7,0,0
14618,7/27/2019,157,6,522.631,4,1,2
14621,6/16/2019,198,16,3143.449,3,3,7
14625,5/19/2019,226,36,1632.578,2,6,5
14627,12/5/2019,26,5,575.971,8,1,2
14639,6/20/2019,194,42,2882.082,3,7,6
14643,7/12/2019,172,18,1085.19,3,4,3
14646,10/2/2019,90,290,20145.641,6,9,9
14653,7/23/2019,161,29,2232.233,4,5,5
14657,9/13/2019,109,62,4489.476,5,8,8
14659,11/19/2019,42,50,5212.738,7,7,8
14662,11/15/2019,46,24,3740.668,7,5,7
14665,12/11/2019,20,26,4609.344,8,5,8
14667,9/12/2019,110,168,25777.667,5,9,9
14669,8/19/2019,134,110,5500.446,4,9,8
14672,8/6/2019,147,34,2159.11,4,6,5
14673,3/21/2019,285,15,1503.145,1,3,4
14679,1/31/2019,334,1,138.339,0,0,0
14680,10/22/2019,70,89,6805.386,6,9,8
14684,5/8/2019,237,44,2864.28,2,7,6
14688,11/29/2019,32,58,7016.908,8,8,8
14692,10/14/2019,78,28,5079.491,6,5,8
14696,9/15/2019,107,35,3203.959,5,6,7
14701,11/9/2019,52,57,7476.448,7,8,9
14702,11/16/2019,45,91,7235.749,7,9,9
14708,5/24/2019,221,13,1555.565,2,3,4
14709,11/21/2019,40,37,2368.232,7,6,6
14713,9/30/2019,92,80,6727.092,6,9,8
14715,8/24/2019,129,13,451.412,5,3,1
14723,6/23/2019,191,90,5960.258,3,9,8
14729,1/8/2019,357,71,7849.128,0,8,9
14732,7/18/2019,166,10,275.694,3,2,1
14733,11/3/2019,58,134,9866.694,7,9,9
14735,12/14/2019,17,33,2719.221,9,6,6
14737,7/12/2019,172,8,133.642,3,1,0
14738,11/11/2019,50,11,1971.982,7,2,5
14739,7/23/2019,161,18,857.881,4,4,3
14741,5/14/2019,231,19,1246.577,2,4,4
14744,12/3/2019,28,14,1671.384,8,3,5
14748,8/23/2019,130,35,1434.008,5,6,4
14755,8/10/2019,143,27,2447.178,4,5,6
14761,8/9/2019,144,7,795.934,4,1,3
14766,4/18/2019,257,8,735.98,1,1,2
14769,9/20/2019,102,59,4473.271,5,8,8
14770,9/29/2019,93,17,868.114,6,4,3
14775,1/29/2019,336,20,1345.193,0,4,4
14776,11/29/2019,32,22,2748.632,8,5,6
14777,6/20/2019,194,2,28.78,3,0,0
14778,12/21/2019,10,18,2504.949,9,4,6
14779,10/3/2019,89,35,7608.783,6,6,9
14782,10/13/2019,79,6,440.841,6,1,1
14784,9/26/2019,96,4,229.43,6,1,1
14794,8/12/2019,141,9,716.168,4,2,2
14796,10/12/2019,80,143,13501.623,6,9,9
14798,12/14/2019,17,6,1123.29,9,1,3
14800,8/8/2019,145,146,9772.54,4,9,9
14805,11/22/2019,39,19,2827.916,8,4,6
14810,12/28/2019,3,55,4097.816,9,8,7
14813,2/15/2019,319,30,2637.422,0,6,6
14821,3/27/2019,279,2,321.3,1,0,1
14825,6/14/2019,200,18,1835.482,3,4,5
14828,8/2/2019,151,5,233.87,4,1,1
14829,6/12/2019,202,29,4397.985,2,5,8
14841,6/13/2019,201,19,2109.397,3,4,5
14842,12/27/2019,4,2,163.08,9,0,1
14849,11/3/2019,58,52,4540.849,7,7,8
14850,12/6/2019,25,22,1287.829,8,5,4
14865,1/30/2019,335,3,31.33,0,0,0
14866,4/7/2019,268,1,15.19,1,0,0
14867,8/7/2019,146,16,708.175,4,3,2
14871,5/25/2019,220,25,767.866,2,5,2
14878,6/15/2019,199,13,867.182,3,3,3
14889,8/6/2019,147,10,462.46,4,2,2
14895,9/30/2019,92,3,74.8,6,0,0
14896,4/14/2019,261,32,3261.026,1,6,7
14898,9/12/2019,110,12,1466.961,5,2,4
14901,5/24/2019,221,40,4114.712,2,7,7
14907,5/24/2019,221,48,4316.544,2,7,7
14911,12/21/2019,10,523,46149.336,9,9,9
14913,6/9/2019,205,17,585.092,2,4,2
14916,9/24/2019,98,15,1980.396,6,3,5
14932,4/13/2019,262,17,700.184,1,4,2
14944,7/13/2019,171,1,37.98,3,0,0
14952,4/29/2019,246,10,525.052,2,2,2
14961,8/1/2019,152,41,2904.076,4,7,6
14970,11/9/2019,52,5,1132.472,7,1,3
14976,9/8/2019,114,16,765.736,5,3,2
14978,10/31/2019,61,74,4252.558,7,8,7
14985,6/24/2019,190,50,3927.101,3,7,7
14987,4/13/2019,262,2,297.34,1,0,1
15002,7/20/2019,164,56,2844.578,3,8,6
15005,12/13/2019,18,146,9806.974,9,9,9
15012,1/9/2019,356,54,5141.519,0,8,8
15018,3/20/2019,286,5,287.44,1,1,1
15021,3/30/2019,276,57,3225.496,1,8,7
15023,9/18/2019,104,105,5792.715,5,9,8
15024,3/27/2019,279,48,4043.65,1,7,7
15028,3/10/2019,296,14,776.363,1,3,2
15032,4/5/2019,270,30,1669.783,1,6,5
15033,9/1/2019,121,64,2848.88,5,8,6
15034,7/25/2019,159,82,5548.774,4,9,8
15038,2/12/2019,322,35,2235.998,0,6,5
15039,12/5/2019,26,315,24884.373,8,9,9
15044,8/16/2019,137,134,7831.167,4,9,9
15046,12/12/2019,19,49,3624.628,9,7,7
15048,3/7/2019,299,23,748.204,0,5,2
15052,10/17/2019,75,30,2958.585,6,6,6
15057,11/16/2019,45,22,2746.102,7,5,6
15058,12/3/2019,28,61,5439.346,8,8,8
15059,10/6/2019,86,30,2186.253,6,6,5
15061,10/27/2019,65,170,14341.856,7,9,9
15062,6/11/2019,203,11,318.269,2,2,1
15070,1/19/2019,346,1,184.473,0,0,1
15078,10/16/2019,76,56,4181.031,6,8,7
15079,11/20/2019,41,27,3971.199,7,5,7
15081,3/26/2019,280,8,441.379,1,1,1
15090,12/26/2019,5,23,2267.774,9,5,6
15093,7/23/2019,161,39,3060.28,4,6,6
15100,8/30/2019,123,6,819.404,5,1,3
15101,8/1/2019,152,5,213.156,4,1,1
15107,12/9/2019,22,20,1177.599,8,4,4
15110,10/20/2019,72,9,1707.27,6,2,5
15111,1/20/2019,345,16,2489.676,0,3,6
15139,8/3/2019,150,8,231.464,4,1,1
15144,11/29/2019,32,19,3058.852,8,4,6
15157,6/28/2019,186,56,2694.053,3,8,6
15159,11/18/2019,43,80,7299.799,7,9,9
15160,6/27/2019,187,4,333.503,3,1,1
15164,7/18/2019,166,16,361.493,3,3,1
15165,1/11/2019,354,27,2063.589,0,5,5
15167,10/8/2019,84,41,2444.1,6,7,6
15171,9/22/2019,100,7,96.46,5,1,0
15174,9/30/2019,92,11,451.776,6,2,1
15179,10/16/2019,76,45,3496.046,6,7,7
15180,3/24/2019,282,6,510.48,1,1,2
15181,5/24/2019,221,2,59.18,2,0,0
15189,11/29/2019,32,10,1375.842,8,2,4
15192,4/19/2019,256,15,894.259,1,3,3
15194,12/2/2019,29,114,20768.069,8,9,9
15197,8/22/2019,131,4,44.096,5,1,0
15199,12/26/2019,5,3,141.67,9,0,0
15203,12/7/2019,24,20,136.756,8,4,0
15204,6/27/2019,187,9,320.246,3,2,1
15208,7/12/2019,172,3,48.388,3,0,0
15211,4/20/2019,255,23,1038.168,1,5,3
15213,10/22/2019,70,25,560.334,6,5,2
15215,11/3/2019,58,2,246.944,7,0,1
15218,10/20/2019,72,28,2392.207,6,5,6
15221,4/5/2019,270,11,288.555,1,2,1
15222,10/17/2019,75,5,895.3,6,1,3
15224,6/20/2019,194,16,259.279,3,3,1
15226,12/12/2019,19,8,787.793,9,1,2
15227,11/3/2019,58,16,996.696,7,3,3
15235,12/19/2019,12,88,6150.264,9,9,8
15240,12/4/2019,27,17,1952.887,8,4,5
15246,6/13/2019,201,12,185.353,3,2,1
15260,1/20/2019,345,17,1569.441,0,4,4
15262,9/27/2019,95,10,1586.483,6,2,4
15266,7/23/2019,161,6,626.06,4,1,2
15270,12/13/2019,18,18,769.985,9,4,2
15271,7/26/2019,158,40,3525.087,4,7,7
15279,7/6/2019,178,21,1568.327,3,4,4
15281,10/5/2019,87,55,3249.728,6,8,7
15288,4/17/2019,258,26,2159.962,1,5,5
15290,9/4/2019,118,19,462.385,5,4,2
15291,10/14/2019,78,35,885.858,6,6,3
15296,9/10/2019,112,61,6037.656,5,8,8
15298,9/20/2019,102,39,1783.021,5,6,5
15299,1/29/2019,336,3,322.497,0,0,1
15301,3/7/2019,299,34,2661.263,0,6,6
15304,3/6/2019,300,5,249.273,0,1,1
15311,12/19/2019,12,587,73058.422,9,9,9
15312,7/7/2019,177,17,510.065,3,4,2
15316,9/9/2019,113,1,44,5,0,0
15326,8/14/2019,139,29,1579.208,4,5,4
15329,4/19/2019,256,3,62.034,1,0,0
15332,4/6/2019,269,35,2362.002,1,6,6
15339,10/23/2019,69,41,4904.024,7,7,8
15346,8/17/2019,136,17,600.846,4,4,2
15347,4/7/2019,268,5,71.59,1,1,0
15350,1/10/2019,355,5,549.753,0,1,2
15351,2/14/2019,320,53,20329.612,0,7,9
15353,3/20/2019,286,12,959.769,1,2,3
15356,5/24/2019,221,115,8499.953,2,9,9
15358,12/3/2019,28,122,10128.871,8,9,9
15361,5/12/2019,233,7,424.124,2,1,1
15363,1/22/2019,343,16,996.159,0,3,3
15365,11/20/2019,41,12,1908.37,7,2,5
15366,6/20/2019,194,8,1174.772,3,1,4
15370,8/17/2019,136,8,61.674,4,1,0
15373,10/30/2019,62,24,2259.335,7,5,6
15379,9/28/2019,94,138,9275.564,6,9,9
15380,4/19/2019,256,1,313.53,1,0,1
15384,6/5/2019,209,22,1452.228,2,5,4
15392,6/21/2019,193,20,1432.411,3,4,4
15394,6/16/2019,198,24,2452.57,3,5,6
15395,9/15/2019,107,7,813.17,5,1,3
15415,11/25/2019,36,48,6739.68,8,7,8
15421,12/13/2019,18,16,530.707,9,3,2
15422,9/30/2019,92,6,290.333,6,1,1
15426,3/15/2019,291,87,5841.99,1,9,8
15443,10/8/2019,84,51,3042.535,6,7,6
15447,8/27/2019,126,9,630.162,5,2,2
15448,11/27/2019,34,28,4547.71,8,5,8
15454,5/10/2019,235,25,1546.408,2,5,4
15456,6/11/2019,203,26,1243.772,2,5,4
15460,7/11/2019,173,58,5974.246,3,8,8
15464,7/25/2019,159,157,12375.355,4,9,9
15465,10/5/2019,87,21,1340.42,6,4,4
15468,5/23/2019,222,1,2.392,2,0,0
15482,6/13/2019,201,8,196.579,3,1,1
15485,8/7/2019,146,43,2263.32,4,7,6
15497,11/27/2019,34,11,1628.131,8,2,5
15498,10/14/2019,78,163,10202.472,6,9,9
15502,3/16/2019,290,40,3757.518,1,7,7
15503,5/3/2019,242,70,3309.526,2,8,7
15510,8/28/2019,125,1,19.19,5,0,0
15512,6/6/2019,208,6,126.218,2,1,0
15513,11/8/2019,53,46,4301.072,7,7,7
15514,5/25/2019,220,113,6092.485,2,9,8
15518,10/23/2019,69,67,3688.151,7,8,7
15525,1/9/2019,356,57,7612.843,0,8,9
15527,11/18/2019,43,27,2765.22,7,5,6
15529,9/27/2019,95,76,7310.358,6,8,9
15532,6/21/2019,193,50,5498.729,3,7,8
15535,9/5/2019,117,41,3262.61,5,7,7
15544,1/22/2019,343,26,1949.433,0,5,5
15545,2/10/2019,324,31,3269.956,0,6,7
15547,11/19/2019,42,90,7125.19,7,9,9
15549,11/22/2019,39,62,8335.874,8,8,9
15555,5/15/2019,230,96,5308.939,2,9,8
15562,7/14/2019,170,1,79,3,0,0
15563,6/14/2019,200,22,1257.318,3,5,4
15569,8/19/2019,134,7,181.52,4,1,1
15570,9/1/2019,121,144,15991.909,5,9,9
15574,6/16/2019,198,159,9526.84,3,9,9
15579,11/23/2019,38,26,3559.752,8,5,7
15581,7/11/2019,173,49,2552.128,3,7,6
15587,7/14/2019,170,3,598.92,3,0,2
15589,12/11/2019,20,12,1223.776,8,2,4
15596,11/8/2019,53,43,2929.221,7,7,6
15601,11/14/2019,47,157,15772.923,7,9,9
15602,12/1/2019,30,17,1289.974,8,4,4
15605,1/10/2019,355,12,2177.902,0,2,5
15606,9/22/2019,100,10,369.029,5,2,1
15607,8/3/2019,150,13,773.81,4,3,2
15611,8/8/2019,145,3,95.99,4,0,0
15615,8/30/2019,123,50,3577.947,5,7,7
15620,6/19/2019,195,31,1055.7,3,6,3
15626,8/30/2019,123,20,844.784,5,4,3
15628,3/27/2019,279,19,1995.723,1,4,5
15640,8/17/2019,136,115,9174.957,4,9,9
15641,6/9/2019,205,20,1136.877,2,4,4
15646,1/29/2019,336,17,1653.726,0,4,5
15649,8/4/2019,149,2,82.35,4,0,0
15658,12/18/2019,13,28,4240.158,9,5,7
15660,4/11/2019,264,10,551.286,1,2,2
15661,11/1/2019,60,5,1254.6,7,1,4
15664,6/12/2019,202,2,288.8,2,0,1
15673,9/7/2019,115,53,1857.574,5,7,5
15680,4/6/2019,269,30,2142.039,1,6,5
15687,12/7/2019,24,45,5148.001,8,7,8
15689,5/12/2019,233,6,870.972,2,1,3
15694,12/6/2019,25,24,2253.59,8,5,6
15696,11/21/2019,40,48,3232.582,7,7,7
15708,11/25/2019,36,96,7463.67,8,9,9
15713,5/24/2019,221,10,987.963,2,2,3
15716,2/17/2019,317,38,2127.44,0,6,5
15719,12/18/2019,13,175,14840.572,9,9,9
15723,4/26/2019,249,41,3509.26,2,7,7
15727,8/25/2019,128,99,6225.51,5,9,8
15732,1/25/2019,340,5,307.181,0,1,1
15738,11/28/2019,33,37,1902.908,8,6,5
15749,8/19/2019,134,5,603.7,4,1,2
15750,4/18/2019,257,21,1765.688,1,4,5
15752,1/17/2019,348,14,1598.801,0,3,4
15759,6/20/2019,194,4,47.334,3,1,0
15769,8/6/2019,147,12,752.572,4,2,2
15777,10/28/2019,64,8,557.146,7,1,2
15780,6/26/2019,188,12,1651.183,3,2,5
15781,12/31/2019,0,5,729.359,9,1,2
15789,6/19/2019,195,25,1970.218,3,5,5
15797,10/17/2019,75,1,179.1,6,0,1
15799,8/11/2019,142,22,937.666,4,5,3
15805,4/22/2019,253,11,1598.77,1,2,4
15808,12/30/2019,1,210,18614.373,9,9,9
15811,6/28/2019,186,23,1062.344,3,5,3
15812,10/29/2019,63,2,348,7,0,1
15820,10/14/2019,78,17,1668.837,6,4,5
15822,6/8/2019,206,16,855.755,2,3,3
15823,7/28/2019,156,17,627.913,4,4,2
15827,11/27/2019,34,29,2960.087,8,5,6
15831,9/24/2019,98,18,893.331,6,4,3
15834,1/29/2019,336,2,24.68,0,0,0
15835,8/26/2019,127,15,596.042,5,3,2
15838,12/10/2019,21,6,468.225,8,1,2
15841,7/20/2019,164,7,135.721,3,1,0
15845,8/1/2019,152,13,3582.53,4,3,7
15854,12/8/2019,23,25,2355.963,8,5,6
15856,7/15/2019,169,54,4110.09,3,8,7
15858,3/23/2019,283,44,3020.337,1,7,6
15860,3/6/2019,300,15,1720.092,0,3,5
15862,1/3/2019,362,64,7891.675,0,8,9
15864,12/4/2019,27,9,1235.01,8,2,4
15867,11/3/2019,58,138,11317.135,7,9,9
15880,2/23/2019,311,106,11697.94,0,9,9
15881,12/4/2019,27,32,3749.778,8,6,7
15882,3/13/2019,293,17,1422.409,1,4,4
15885,12/19/2019,12,1,22.41,9,0,0
15889,2/28/2019,306,66,8793.6,0,8,9
15894,2/26/2019,308,38,3197.746,0,6,7
15898,3/22/2019,284,64,4074.486,1,8,7
15899,3/4/2019,302,4,347.272,0,1,1
15910,11/8/2019,53,42,5303.768,7,7,8
15916,8/29/2019,124,48,3456.006,5,7,7
15919,3/6/2019,300,49,3896.128,0,7,7
15922,1/22/2019,343,12,648.732,0,2,2
15923,1/21/2019,344,21,2056.396,0,4,5
15938,9/26/2019,96,5,1282.6,6,1,4
15939,12/7/2019,24,18,1044.128,8,4,3
15940,12/10/2019,21,2,6.299,8,0,0
15945,4/16/2019,259,2,510.69,1,0,2
15950,6/6/2019,208,29,1832.136,2,5,5
15953,8/22/2019,131,27,2155.766,5,5,5
15955,1/19/2019,346,20,2396.211,0,4,6
15965,3/22/2019,284,16,1873.116,1,3,5
15967,10/20/2019,72,35,2667.814,6,6,6
15971,12/10/2019,21,4,314.955,8,1,1
15973,7/19/2019,165,5,289.388,3,1,1
15981,12/8/2019,23,4,114.564,8,1,0
15983,5/26/2019,219,81,5517.076,2,9,8
15984,7/22/2019,162,17,552.597,3,4,2
15987,3/4/2019,302,9,196.39,0,2,1
15996,4/9/2019,266,32,799.576,1,6,3
15998,5/9/2019,236,118,7876.982,2,9,9
16003,6/7/2019,207,20,1515.17,2,4,4
16010,5/7/2019,238,24,3198.764,2,5,7
16011,12/9/2019,22,50,5712.793,8,7,8
16013,8/2/2019,151,12,452.19,4,2,1
16016,4/6/2019,269,70,5869.959,1,8,8
16019,11/20/2019,41,27,898.356,7,5,3
16029,12/26/2019,5,52,4678.717,9,7,8
16030,12/16/2019,15,29,3459.149,9,5,7
16033,9/14/2019,108,141,7081.66,5,9,9
16034,8/18/2019,135,9,199.44,4,2,1
16037,6/13/2019,201,15,780.348,3,3,2
16042,8/19/2019,134,6,511.68,4,1,2
16043,10/28/2019,64,17,937.74,7,4,3
16048,1/13/2019,352,8,1398.987,0,1,4
16059,9/6/2019,116,49,2288.404,5,7,6
16062,4/27/2019,248,7,607.27,2,1,2
16065,4/15/2019,260,74,7122.673,1,8,9
16081,3/29/2019,277,22,2645.908,1,5,6
16083,5/24/2019,221,17,445.36,2,4,1
16085,10/6/2019,86,28,1980.475,6,5,5
16086,3/22/2019,284,8,694.08,1,1,2
16094,8/1/2019,152,2,19.69,4,0,0
16098,1/2/2019,363,12,818.869,0,2,3
16109,12/24/2019,7,3,759.39,9,0,2
16110,12/9/2019,22,115,11212.632,8,9,9
16112,8/16/2019,137,10,862.63,4,2,3
16122,8/17/2019,136,19,555.18,4,4,2
16124,11/14/2019,47,16,871.912,7,3,3
16125,3/26/2019,280,13,1468.425,1,3,4
16133,11/15/2019,46,13,1141.055,7,3,4
16134,7/11/2019,173,19,2279.269,3,4,6
16138,3/16/2019,290,1,2.8,1,0,0
16140,2/7/2019,327,7,992.162,0,1,3
16143,7/7/2019,177,28,2786.527,3,5,6
16145,8/18/2019,135,38,2143.853,4,6,5
16150,8/1/2019,152,26,1916.764,4,5,5
16153,7/5/2019,179,10,1102.18,3,2,3
16156,12/12/2019,19,18,1835.877,9,4,5
16161,12/10/2019,21,124,9773.541,8,9,9
16163,4/20/2019,255,5,103.251,1,1,0
16168,10/16/2019,76,8,477.41,6,1,2
16186,1/25/2019,340,20,703.52,0,4,2
16191,12/3/2019,28,36,1271.506,8,6,4
16202,5/22/2019,223,18,733.208,2,4,2
16203,8/18/2019,135,12,1562.648,4,2,4
16206,9/5/2019,117,25,1307.632,5,5,4
16210,12/15/2019,16,42,3715.996,9,7,7
16218,1/4/2019,361,28,3622.911,0,5,7
16221,3/21/2019,285,12,1042.217,1,2,3
16222,10/26/2019,66,137,10845.159,7,9,9
16233,8/30/2019,123,12,620.41,5,2,2
16235,9/4/2019,118,9,802.175,5,2,3
16241,7/19/2019,165,71,5745.972,3,8,8
16244,1/20/2019,345,63,5080.751,0,8,8
16250,1/2/2019,363,14,1933.946,0,3,5
16252,4/10/2019,265,21,1579.493,1,4,4
16255,7/17/2019,167,60,4197.196,3,8,7
16262,5/24/2019,221,3,663,2,0,2
16265,4/24/2019,251,38,2408.277,1,6,6
16270,7/12/2019,172,54,4067.468,3,8,7
16271,6/20/2019,194,16,541.069,3,3,2
16274,1/13/2019,352,67,5906.671,0,8,8
16279,8/13/2019,140,2,171.59,4,0,1
16282,7/17/2019,167,11,745.23,3,2,2
16293,3/24/2019,282,16,555.875,1,3,2
16303,8/15/2019,138,35,2162.65,4,6,5
16306,8/1/2019,152,15,371.267,4,3,1
16315,8/27/2019,126,14,197.55,5,3,1
16316,7/22/2019,162,21,2113.382,3,4,5
16321,9/27/2019,95,4,166.995,6,1,1
16326,11/22/2019,39,43,1762.264,8,7,5
16327,11/17/2019,44,101,8624.708,7,9,9
16333,12/16/2019,15,2,605.49,9,0,2
16350,8/13/2019,140,25,845.97,4,5,3
16351,8/17/2019,136,8,250.032,4,1,1
16353,12/20/2019,11,13,802.887,9,3,3
16359,9/4/2019,118,5,59.352,5,1,0
16365,6/9/2019,205,7,348.937,2,1,1
16367,5/6/2019,239,37,1213.892,2,6,4
16378,12/12/2019,19,10,1578.226,9,2,4
16385,4/4/2019,271,21,776.008,1,4,2
16387,10/2/2019,90,4,25.971,6,1,0
16393,5/6/2019,239,22,1209.47,2,5,4
16395,9/26/2019,96,60,5911.762,6,8,8
16401,9/5/2019,117,14,727.496,5,3,2
16402,2/24/2019,310,57,4877.736,0,8,8
16403,11/30/2019,31,10,739.478,8,2,2
16405,12/15/2019,16,3,33.786,9,0,0
16407,11/30/2019,31,20,1175.328,8,4,4
16409,11/3/2019,58,48,4624.386,7,7,8
16411,2/23/2019,311,21,819.2,0,4,3
16419,12/6/2019,25,17,867.516,8,4,3
16422,12/7/2019,24,54,4230.556,8,8,7
16424,7/28/2019,156,1,10.63,4,0,0
16442,5/23/2019,222,46,4601.16,2,7,8
16455,5/21/2019,224,30,1523.794,2,6,4
16456,12/28/2019,3,62,7525.837,9,8,9
16458,5/24/2019,221,10,380.058,2,2,1
16470,6/14/2019,200,40,2186.249,3,7,5
16473,8/2/2019,151,8,328.016,4,1,1
16477,10/11/2019,81,59,4382.773,6,8,7
16493,8/30/2019,123,6,25.78,5,1,0
16496,11/5/2019,56,41,5654.64,7,7,8
16497,10/27/2019,65,27,2816.592,7,5,6
16499,6/1/2019,213,22,1800.566,2,5,5
16500,8/26/2019,127,1,7.68,5,0,0
16503,8/28/2019,125,53,4072.443,5,7,7
16510,1/24/2019,341,13,1934.144,0,3,5
16515,12/7/2019,24,31,2221.982,8,6,5
16519,4/18/2019,257,5,67.542,1,1,0
16520,4/16/2019,259,60,6892.298,1,8,8
16523,11/18/2019,43,26,1695.032,7,5,5
16525,12/29/2019,2,39,3160.545,9,6,7
16531,10/23/2019,69,14,1168.199,7,3,4
16532,7/21/2019,163,1,9.45,3,0,0
16539,6/20/2019,194,30,3334.853,3,6,7
16546,1/29/2019,336,12,1570.804,0,2,4
16549,8/10/2019,143,33,1421.286,4,6,4
16550,3/14/2019,292,51,3033.478,1,7,6
16551,8/2/2019,151,11,577.726,4,2,2
16552,1/7/2019,358,5,444.331,0,1,1
16553,5/31/2019,214,18,5681.926,2,4,8
16554,8/23/2019,130,2,496.71,5,0,2
16556,5/30/2019,215,16,1308.392,2,3,4
16558,10/12/2019,80,64,3295.511,6,8,7
16560,6/19/2019,195,21,1981.66,3,4,5
16565,5/1/2019,244,3,60.444,2,0,0
16567,8/1/2019,152,26,1970.106,4,5,5
16570,12/4/2019,27,18,1775.767,8,4,5
16579,4/19/2019,256,1,223.95,1,0,1
16583,1/5/2019,360,14,1845.806,0,3,5
16593,9/5/2019,117,1,1.59,5,0,0
16596,4/10/2019,265,6,54.943,1,1,0
16600,7/21/2019,163,9,876.316,3,2,3
16607,6/28/2019,186,9,700.175,3,2,2
16612,12/5/2019,26,18,2592.387,8,4,6
16618,10/3/2019,89,35,4806.905,6,6,8
16634,1/30/2019,335,8,1043.049,0,1,3
16638,9/2/2019,120,12,214.231,5,2,1
16654,3/16/2019,290,9,652.82,1,2,2
16655,8/22/2019,131,39,2029.84,5,6,5
16656,11/3/2019,58,11,112.295,7,2,0
16658,3/14/2019,292,8,892.073,1,1,3
16660,10/14/2019,78,4,16.831,6,1,0
16665,5/10/2019,235,9,899.228,2,2,3
16670,9/14/2019,108,52,3279.731,5,7,7
16676,7/28/2019,156,29,695.944,4,5,2
16679,4/5/2019,270,3,72.993,1,0,0
16684,12/17/2019,14,57,5189.387,9,8,8
16686,7/4/2019,180,87,7721.251,3,9,9
16700,11/9/2019,52,52,3931.17,7,7,7
16701,8/22/2019,131,20,1278.29,5,4,4
16705,12/8/2019,23,60,2847.124,8,8,6
16710,5/31/2019,214,75,3772.348,2,8,7
16711,6/27/2019,187,1,12.99,3,0,0
16713,7/7/2019,177,106,7647.8,3,9,9
16714,11/1/2019,60,93,9800.002,7,9,9
16716,12/10/2019,21,1,34.244,8,0,0
16717,12/13/2019,18,18,1064.096,9,4,3
16718,2/22/2019,312,45,4274.402,0,7,7
16719,7/21/2019,163,60,5048.608,3,8,8
16722,5/24/2019,221,42,2108.721,2,7,5
16725,12/26/2019,5,133,10042.966,9,9,9
16726,5/16/2019,229,20,515.552,2,4,2
16727,4/30/2019,245,46,3291.027,2,7,7
16730,10/16/2019,76,14,1864.281,6,3,5
16735,8/10/2019,143,47,2825.142,4,7,6
16743,6/15/2019,199,30,2127.079,3,6,5
16745,12/30/2019,1,58,4931.306,9,8,8
16746,9/5/2019,117,47,2717.063,5,7,6
16748,12/19/2019,12,19,1620.473,9,4,5
16752,1/21/2019,344,9,904.953,0,2,3
16754,1/30/2019,335,2,136.79,0,0,0
16755,11/17/2019,44,16,1552.014,7,3,4
16757,10/20/2019,72,7,865.073,6,1,3
16767,11/10/2019,51,50,6016.496,7,7,8
16770,11/24/2019,37,67,7915.476,8,8,9
16771,12/13/2019,18,105,9946.113,9,9,9
16775,8/29/2019,124,30,2540.27,5,6,6
16779,12/10/2019,21,75,5219.027,8,8,8
16781,4/19/2019,256,19,1924.786,1,4,5
16782,11/6/2019,55,119,8861.138,7,9,9
16791,8/21/2019,132,53,3029.704,4,7,6
16795,4/18/2019,257,66,4438.467,1,8,8
16805,5/31/2019,214,55,3374.416,2,8,7
16810,5/23/2019,222,1,25.08,2,0,0
16812,5/26/2019,219,15,1726.404,2,3,5
16814,12/16/2019,15,92,7021.076,9,9,9
16816,11/26/2019,35,20,2615.68,8,4,6
16817,6/2/2019,212,19,1517.941,2,4,4
16833,8/10/2019,143,18,1120.556,4,4,3
16835,1/16/2019,349,5,214.054,0,1,1
16839,11/27/2019,34,26,1442.71,8,5,4
16843,9/7/2019,115,19,1453.092,5,4,4
16850,8/14/2019,139,19,1423.26,4,4,4
16858,4/7/2019,268,13,548.989,1,3,2
16861,3/16/2019,290,2,13.515,1,0,0
16863,5/22/2019,223,10,1101.779,2,2,3
16873,7/9/2019,175,70,2769.556,3,8,6
16875,8/17/2019,136,28,2810.858,4,5,6
16882,11/4/2019,57,1,238,7,0,1
16883,2/1/2019,333,17,2177.106,0,4,5
16885,6/29/2019,185,30,3220.776,3,6,7
16889,8/2/2019,151,48,4062.186,4,7,7
16891,2/2/2019,332,69,6532.5,0,8,8
16892,9/28/2019,94,1,29.092,6,0,0
16893,3/30/2019,276,45,3121.292,1,7,7
16897,11/22/2019,39,30,3457.064,8,6,7
16898,4/18/2019,257,33,2499.886,1,6,6
16899,5/30/2019,215,16,704.382,2,3,2
16904,9/21/2019,101,76,5546.091,5,8,8
16905,2/1/2019,333,10,953.332,0,2,3
16907,4/20/2019,255,34,3265.127,1,6,7
16912,9/30/2019,92,13,850.936,6,3,3
16916,1/23/2019,342,50,2928.093,0,7,6
16918,11/4/2019,57,31,2196.542,7,6,5
16919,5/31/2019,214,65,6296.009,2,8,8
16923,11/22/2019,39,125,13353.65,8,9,9
16926,2/4/2019,330,14,475.156,0,3,2
16927,5/15/2019,230,2,24.29,2,0,0
16928,10/3/2019,89,11,1412.232,6,2,4
16931,10/7/2019,85,129,10308.472,6,9,9
16938,12/21/2019,10,14,1852.02,9,3,5
16943,10/26/2019,66,21,1365.28,7,4,4
16945,6/22/2019,192,19,944.39,3,4,3
16948,9/15/2019,107,5,491.225,5,1,2
16949,11/8/2019,53,5,822.99,7,1,3
16950,3/24/2019,282,3,152.55,1,0,0
16954,6/3/2019,211,12,309.233,2,2,1
16955,8/6/2019,147,16,1222.242,4,3,4
16983,10/11/2019,81,23,1031.283,6,5,3
16985,12/12/2019,19,33,3493.998,9,6,7
